Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Unit_Price_NGN,Discount_Pct,Discount_Amount_NGN,Revenue_NGN,Cost_NGN,Profit_NGN,Profit_Margin_Pct,Sales_Channel,Region,Payment_Method,Order_Status
ORD-02377,2025-01-12,CUST-0277,Desk Lamp,Home & Office,1,29169.35,5,1458.47,27710.88,21075.58,-1205.58,-4.35,Walk-in,Owerri,Card,Returned
ORD-01692,2025-01-12,CUST-0346,Hoodie,Fashion,1,42360.15,0,0.0,42360.15,31318.04,11042.11,26.07,WhatsApp,Owerri,Card,Completed
ORD-02798,2025-01-12,CUST-0124,Hoodie,Fashion,2,41635.38,0,0.0,83270.76,60782.8,22487.96,27.01,Referral,Abuja,Card,Completed
ORD-00336,2025-01-12,CUST-0069,Running Shoes,Fashion,1,65367.18,0,0.0,65367.18,44894.83,20472.35,31.32,WhatsApp,Lagos,Transfer,Completed
ORD-02296,2025-01-12,CUST-0590,Smart Watch,Electronics,1,77252.64,0,0.0,77252.64,59082.61,18170.03,23.52,Instagram,Lagos,Cash,Completed
ORD-01958,2025-01-12,CUST-0005,Perfume,Beauty,1,36858.53,15,5528.78,0.0,23373.16,0.0,0.0,Referral,Enugu,Card,Cancelled
ORD-00737,2025-01-12,CUST-0448,Water Bottle,Home & Office,2,19507.73,0,0.0,39015.46,28486.67,10528.79,26.99,WhatsApp,Lagos,Card,Completed
ORD-00708,2025-01-12,CUST-0218,Office Chair,Home & Office,1,110488.48,5,5524.42,0.0,76373.84,0.0,0.0,Website,Enugu,USSD,Cancelled
ORD-00918,2025-01-12,CUST-0298,Wireless Earbuds,Electronics,1,40762.06,5,2038.1,0.0,31588.33,0.0,0.0,Walk-in,Abuja,Card,Cancelled
ORD-01232,2025-01-12,CUST-0166,Hoodie,Fashion,1,41725.49,0,0.0,41725.49,30291.96,11433.53,27.4,WhatsApp,Abuja,USSD,Completed
ORD-02636,2025-01-13,CUST-0254,Hoodie,Fashion,3,45546.53,0,0.0,136639.59,99237.72,37401.87,27.37,WhatsApp,Enugu,USSD,Completed
ORD-02526,2025-01-13,CUST-0222,Skincare Set,Beauty,1,53263.31,0,0.0,53263.31,38924.85,14338.46,26.92,Walk-in,Port Harcourt,Card,Completed
ORD-01873,2025-01-13,CUST-0330,Skincare Set,Beauty,2,58937.52,0,0.0,117875.04,81870.17,36004.87,30.54,Walk-in,Benin,USSD,Completed
ORD-01844,2025-01-14,CUST-0607,Laptop Backpack,Accessories,1,34588.43,0,0.0,34588.43,25716.17,8872.26,25.65,Website,Lagos,Transfer,Completed
ORD-02572,2025-01-14,CUST-0680,Desk Lamp,Home & Office,1,29923.98,0,0.0,29923.98,20826.22,9097.76,30.4,Website,Ibadan,USSD,Completed
ORD-02777,2025-01-14,CUST-0024,Water Bottle,Home & Office,2,19529.18,20,7811.67,31246.69,19420.92,11825.77,37.85,WhatsApp,Abuja,Transfer,Completed
ORD-00149,2025-01-14,CUST-0122,Desk Lamp,Home & Office,2,31277.79,5,3127.78,59427.8,42541.73,16886.07,28.41,WhatsApp,Benin,Transfer,Completed
ORD-01313,2025-01-15,CUST-0455,Smart Watch,Electronics,1,84699.71,5,4234.99,80464.72,50478.48,29986.24,37.27,Website,Lagos,USSD,Completed
ORD-02192,2025-01-15,CUST-0544,Running Shoes,Fashion,2,63794.44,0,0.0,127588.88,80913.95,46674.93,36.58,Website,Enugu,Card,Completed
ORD-00072,2025-01-15,CUST-0537,Skincare Set,Beauty,2,54188.4,0,0.0,108376.8,85416.31,-6075.9,-5.61,Website,Ibadan,USSD,Returned
ORD-01160,2025-01-15,CUST-0231,Power Bank,Electronics,2,27428.57,0,0.0,0.0,40255.34,0.0,0.0,Website,Ibadan,Transfer,Cancelled
ORD-00309,2025-01-15,CUST-0590,Office Chair,Home & Office,2,111560.82,0,0.0,223121.64,174345.71,48775.93,21.86,Instagram,Enugu,Card,Completed
ORD-02622,2025-01-15,CUST-0369,Water Bottle,Home & Office,3,17337.48,0,0.0,52012.44,33625.98,18386.46,35.35,Walk-in,Owerri,Cash,Completed
ORD-01869,2025-01-15,CUST-0115,Desk Lamp,Home & Office,1,32702.52,20,6540.5,26162.02,21071.25,5090.77,19.46,Website,Port Harcourt,Transfer,Completed
ORD-01037,2025-01-16,CUST-0623,Sneakers,Fashion,1,77500.25,20,15500.05,62000.2,46434.09,15566.11,25.11,Referral,Enugu,USSD,Completed
ORD-01702,2025-01-16,CUST-0261,Running Shoes,Fashion,2,66296.67,10,13259.33,119334.01,95755.23,-7025.86,-5.89,Referral,Lagos,Transfer,Returned
ORD-02547,2025-01-16,CUST-0588,Skincare Set,Beauty,2,57346.55,0,0.0,0.0,92538.85,0.0,0.0,Walk-in,Owerri,Cash,Cancelled
ORD-02874,2025-01-16,CUST-0273,Power Bank,Electronics,1,27079.12,0,0.0,0.0,19672.33,0.0,0.0,WhatsApp,Ibadan,Card,Cancelled
ORD-00673,2025-01-16,CUST-0172,Smart Watch,Electronics,1,78227.84,0,0.0,78227.84,63569.42,-3546.51,-4.53,Website,Abuja,Cash,Returned
ORD-02071,2025-01-17,CUST-0606,Smart Watch,Electronics,3,84194.6,0,0.0,252583.8,192837.59,-12085.63,-4.78,Website,Lagos,Cash,Returned
ORD-01651,2025-01-17,CUST-0024,Desk Lamp,Home & Office,3,32974.8,20,19784.88,79139.52,58969.1,20170.42,25.49,WhatsApp,Abuja,Card,Completed
ORD-00133,2025-01-17,CUST-0455,Perfume,Beauty,1,39995.12,0,0.0,39995.12,31034.98,-2232.6,-5.58,Instagram,Lagos,USSD,Returned
ORD-00318,2025-01-17,CUST-0114,Smart Watch,Electronics,4,79328.13,0,0.0,317312.52,223109.03,94203.49,29.69,Website,Abuja,Transfer,Completed
ORD-00135,2025-01-17,CUST-0210,Water Bottle,Home & Office,1,18811.42,0,0.0,18811.42,13999.14,4812.28,25.58,Instagram,Enugu,USSD,Completed
ORD-01890,2025-01-17,CUST-0540,Laptop Backpack,Accessories,1,36589.18,0,0.0,0.0,27216.94,0.0,0.0,Walk-in,Ibadan,Card,Cancelled
ORD-02319,2025-01-18,CUST-0470,Laptop Backpack,Accessories,1,35489.21,0,0.0,35489.21,23983.73,11505.48,32.42,Referral,Abuja,USSD,Completed
ORD-02978,2025-01-18,CUST-0643,Skincare Set,Beauty,1,53036.27,0,0.0,53036.27,34402.33,18633.94,35.13,Website,Lagos,Cash,Completed
ORD-01420,2025-01-18,CUST-0303,Power Bank,Electronics,2,27688.76,10,5537.75,49839.77,35455.82,-4205.2,-8.44,Instagram,Benin,Cash,Returned
ORD-01131,2025-01-18,CUST-0383,Hoodie,Fashion,3,46214.25,0,0.0,138642.75,113420.15,-10126.52,-7.3,Walk-in,Enugu,USSD,Returned
ORD-02474,2025-01-19,CUST-0452,Skincare Set,Beauty,1,55326.67,0,0.0,55326.67,42881.81,12444.86,22.49,Walk-in,Benin,Card,Completed
ORD-00219,2025-01-19,CUST-0476,Laptop Backpack,Accessories,1,37442.19,0,0.0,37442.19,25995.53,11446.66,30.57,WhatsApp,Benin,Cash,Completed
ORD-02141,2025-01-19,CUST-0593,Water Bottle,Home & Office,1,17486.62,15,2622.99,14863.63,11840.98,3022.65,20.34,Referral,Port Harcourt,Card,Completed
ORD-01452,2025-01-20,CUST-0194,Sneakers,Fashion,1,79040.66,0,0.0,79040.66,63361.08,15679.58,19.84,Website,Lagos,Cash,Completed
ORD-00780,2025-01-20,CUST-0520,Wireless Earbuds,Electronics,3,45588.14,10,13676.44,0.0,83778.8,0.0,0.0,Walk-in,Owerri,Card,Cancelled
ORD-02467,2025-01-21,CUST-0254,Power Bank,Electronics,1,30919.79,0,0.0,30919.79,21786.62,9133.17,29.54,Referral,Lagos,Card,Completed
ORD-00688,2025-01-21,CUST-0480,Office Chair,Home & Office,2,113411.07,10,22682.21,204139.93,132886.36,71253.57,34.9,Instagram,Benin,Card,Completed
ORD-02206,2025-01-21,CUST-0203,Water Bottle,Home & Office,1,18530.18,0,0.0,18530.18,14084.4,4445.78,23.99,Referral,Benin,Cash,Completed
ORD-00355,2025-01-21,CUST-0129,Smart Watch,Electronics,2,84536.32,5,8453.63,0.0,103131.28,0.0,0.0,Referral,Owerri,USSD,Cancelled
ORD-02839,2025-01-22,CUST-0621,Water Bottle,Home & Office,1,19116.52,0,0.0,19116.52,13435.35,5681.17,29.72,WhatsApp,Lagos,Cash,Completed
ORD-00485,2025-01-22,CUST-0144,Smart Watch,Electronics,2,82588.14,10,16517.63,148658.65,109964.68,38693.97,26.03,Referral,Owerri,Cash,Completed
ORD-01356,2025-01-22,CUST-0156,Laptop Backpack,Accessories,1,35044.47,15,5256.67,29787.8,23447.42,6340.38,21.29,Instagram,Ibadan,Card,Completed
ORD-02972,2025-01-22,CUST-0122,Water Bottle,Home & Office,1,19792.09,0,0.0,0.0,15291.95,0.0,0.0,Referral,Ibadan,Transfer,Cancelled
ORD-02838,2025-01-22,CUST-0480,Water Bottle,Home & Office,3,19490.87,5,2923.63,55548.98,45229.63,-4060.72,-7.31,Referral,Abuja,Transfer,Returned
ORD-02113,2025-01-22,CUST-0540,Office Chair,Home & Office,1,125747.0,0,0.0,125747.0,92753.59,-12654.32,-10.06,Instagram,Port Harcourt,USSD,Returned
ORD-02697,2025-01-23,CUST-0633,Desk Lamp,Home & Office,1,31636.55,10,3163.66,0.0,21157.13,0.0,0.0,Instagram,Port Harcourt,Card,Cancelled
ORD-01130,2025-01-23,CUST-0633,Skincare Set,Beauty,2,58322.06,0,0.0,116644.12,85291.4,-12432.87,-10.66,Instagram,Benin,Card,Returned
ORD-02009,2025-01-23,CUST-0627,Skincare Set,Beauty,1,60862.16,0,0.0,60862.16,41447.36,19414.8,31.9,Website,Benin,Cash,Completed
ORD-02609,2025-01-23,CUST-0546,Wireless Earbuds,Electronics,1,42111.63,0,0.0,42111.63,30990.28,-4166.12,-9.89,Walk-in,Lagos,Cash,Returned
ORD-02908,2025-01-23,CUST-0318,Office Chair,Home & Office,1,111882.58,0,0.0,0.0,72875.42,0.0,0.0,Instagram,Port Harcourt,Cash,Cancelled
ORD-01178,2025-01-23,CUST-0475,Skincare Set,Beauty,1,54559.42,0,0.0,54559.42,38212.31,-3180.37,-5.83,Referral,Owerri,Cash,Returned
ORD-01748,2025-01-23,CUST-0561,Sneakers,Fashion,1,74228.06,15,11134.21,0.0,42758.18,0.0,0.0,WhatsApp,Benin,Card,Cancelled
ORD-02481,2025-01-24,CUST-0128,Hoodie,Fashion,2,41090.43,0,0.0,0.0,58368.3,0.0,0.0,Walk-in,Owerri,Card,Cancelled
ORD-02741,2025-01-24,CUST-0021,Sneakers,Fashion,3,75716.46,0,0.0,227149.38,148299.4,78849.98,34.71,Website,Owerri,Card,Completed
ORD-01898,2025-01-24,CUST-0088,Water Bottle,Home & Office,1,19398.26,0,0.0,19398.26,13170.61,-2452.76,-12.64,Walk-in,Port Harcourt,USSD,Returned
ORD-00934,2025-01-24,CUST-0166,Skincare Set,Beauty,1,53442.77,0,0.0,53442.77,40658.33,12784.44,23.92,Website,Owerri,Card,Completed
ORD-01996,2025-01-24,CUST-0499,Perfume,Beauty,1,40713.53,0,0.0,40713.53,29702.28,11011.25,27.05,WhatsApp,Ibadan,USSD,Completed
ORD-01289,2025-01-24,CUST-0641,Perfume,Beauty,1,39349.32,0,0.0,39349.32,24971.54,14377.78,36.54,Referral,Abuja,Card,Completed
ORD-00505,2025-01-25,CUST-0439,Hoodie,Fashion,3,44274.03,0,0.0,132822.09,89490.15,43331.94,32.62,Instagram,Abuja,Card,Completed
ORD-02807,2025-01-25,CUST-0348,Power Bank,Electronics,2,30928.7,0,0.0,61857.4,41858.23,19999.17,32.33,Referral,Benin,Cash,Completed
ORD-00073,2025-01-25,CUST-0369,Laptop Backpack,Accessories,1,37283.39,0,0.0,37283.39,27471.89,-3486.95,-9.35,Referral,Port Harcourt,Transfer,Returned
ORD-01054,2025-01-25,CUST-0444,Running Shoes,Fashion,4,69003.66,0,0.0,0.0,174414.34,0.0,0.0,WhatsApp,Lagos,Card,Cancelled
ORD-01047,2025-01-25,CUST-0565,Hoodie,Fashion,2,41101.69,0,0.0,82203.38,64162.68,18040.7,21.95,Instagram,Owerri,USSD,Completed
ORD-00849,2025-01-25,CUST-0623,Office Chair,Home & Office,1,122821.96,0,0.0,122821.96,90402.58,32419.38,26.4,Instagram,Ibadan,Card,Completed
ORD-00420,2025-01-25,CUST-0303,Running Shoes,Fashion,1,66807.82,0,0.0,66807.82,42025.45,24782.37,37.1,Referral,Port Harcourt,Transfer,Completed
ORD-01968,2025-01-25,CUST-0097,Perfume,Beauty,1,39699.7,0,0.0,39699.7,27723.11,11976.59,30.17,Referral,Port Harcourt,Card,Completed
ORD-01270,2025-01-26,CUST-0468,Perfume,Beauty,3,38287.9,10,11486.37,103377.33,73047.96,30329.37,29.34,Website,Enugu,Transfer,Completed
ORD-02525,2025-01-26,CUST-0111,Perfume,Beauty,1,42442.88,0,0.0,42442.88,32933.0,9509.88,22.41,Referral,Ibadan,Card,Completed
ORD-02595,2025-01-26,CUST-0434,Water Bottle,Home & Office,2,17961.11,0,0.0,35922.22,26539.84,9382.38,26.12,Referral,Ibadan,USSD,Completed
ORD-01179,2025-01-27,CUST-0415,Smart Watch,Electronics,1,82396.54,0,0.0,82396.54,51231.4,31165.14,37.82,Walk-in,Lagos,Card,Completed
ORD-01855,2025-01-27,CUST-0597,Skincare Set,Beauty,2,58542.11,0,0.0,117084.22,94880.55,22203.67,18.96,WhatsApp,Lagos,USSD,Completed
ORD-02958,2025-01-27,CUST-0479,Desk Lamp,Home & Office,1,29729.84,15,4459.48,25270.36,17860.72,-2051.52,-8.12,WhatsApp,Owerri,Cash,Returned
ORD-02159,2025-01-27,CUST-0462,Sneakers,Fashion,2,70976.36,0,0.0,141952.72,112371.99,29580.73,20.84,Walk-in,Enugu,USSD,Completed
ORD-02268,2025-01-27,CUST-0085,Water Bottle,Home & Office,2,18195.32,0,0.0,36390.64,28636.49,7754.15,21.31,WhatsApp,Abuja,USSD,Completed
ORD-00156,2025-01-28,CUST-0301,Smart Watch,Electronics,2,76141.27,0,0.0,152282.54,112649.91,39632.63,26.03,WhatsApp,Abuja,Cash,Completed
ORD-00502,2025-01-28,CUST-0550,Skincare Set,Beauty,1,56164.99,0,0.0,0.0,45022.03,0.0,0.0,Walk-in,Port Harcourt,Transfer,Cancelled
ORD-01879,2025-01-28,CUST-0558,Smart Watch,Electronics,3,82163.18,5,12324.48,234165.06,183965.15,50199.91,21.44,Referral,Lagos,Card,Completed
ORD-00638,2025-01-28,CUST-0592,Wireless Earbuds,Electronics,1,41377.27,10,4137.73,37239.54,25588.65,11650.89,31.29,Instagram,Port Harcourt,Card,Completed
ORD-00014,2025-01-28,CUST-0473,Water Bottle,Home & Office,1,19880.12,0,0.0,19880.12,15536.08,4344.04,21.85,Website,Lagos,Card,Completed
ORD-02973,2025-01-28,CUST-0047,Power Bank,Electronics,1,30813.18,0,0.0,30813.18,23383.98,-2722.11,-8.83,Referral,Ibadan,Cash,Returned
ORD-01842,2025-01-28,CUST-0451,Sneakers,Fashion,1,73168.85,0,0.0,73168.85,57300.31,15868.54,21.69,Website,Enugu,Cash,Completed
ORD-02098,2025-01-29,CUST-0278,Power Bank,Electronics,3,29731.58,5,4459.74,84735.0,53067.49,31667.51,37.37,WhatsApp,Lagos,Transfer,Completed
ORD-00663,2025-01-29,CUST-0406,Smart Watch,Electronics,1,81901.01,0,0.0,81901.01,57443.7,24457.31,29.86,Referral,Port Harcourt,Cash,Completed
ORD-01845,2025-01-29,CUST-0223,Water Bottle,Home & Office,1,17888.85,0,0.0,17888.85,14262.55,3626.3,20.27,WhatsApp,Enugu,USSD,Completed
ORD-01307,2025-01-29,CUST-0455,Power Bank,Electronics,3,30996.78,0,0.0,92990.34,60107.65,32882.69,35.36,Instagram,Benin,Cash,Completed
ORD-02922,2025-01-30,CUST-0337,Sneakers,Fashion,1,77833.59,0,0.0,77833.59,54922.52,22911.07,29.44,Instagram,Port Harcourt,Transfer,Completed
ORD-01296,2025-01-30,CUST-0283,Hoodie,Fashion,2,43393.02,10,8678.6,78107.44,63266.32,14841.12,19.0,Walk-in,Owerri,Cash,Completed
ORD-02881,2025-01-30,CUST-0502,Skincare Set,Beauty,2,58380.56,10,11676.11,0.0,67294.34,0.0,0.0,Instagram,Benin,Card,Cancelled
ORD-01437,2025-01-30,CUST-0199,Wireless Earbuds,Electronics,2,45137.23,0,0.0,90274.46,62225.31,-6248.25,-6.92,WhatsApp,Enugu,Cash,Returned
ORD-02297,2025-01-30,CUST-0699,Office Chair,Home & Office,1,122278.29,0,0.0,0.0,97957.36,0.0,0.0,Referral,Lagos,Card,Cancelled
ORD-02712,2025-01-30,CUST-0692,Office Chair,Home & Office,1,115057.2,0,0.0,115057.2,87814.21,27242.99,23.68,Website,Enugu,Card,Completed
ORD-00669,2025-01-31,CUST-0533,Desk Lamp,Home & Office,1,29408.82,0,0.0,0.0,23716.84,0.0,0.0,Instagram,Ibadan,USSD,Cancelled
ORD-01789,2025-01-31,CUST-0046,Running Shoes,Fashion,1,64354.28,10,6435.43,57918.85,39668.68,-3022.79,-5.22,Website,Abuja,Cash,Returned
ORD-02148,2025-01-31,CUST-0196,Desk Lamp,Home & Office,1,31716.08,0,0.0,0.0,19804.92,0.0,0.0,Referral,Enugu,Cash,Cancelled
ORD-00288,2025-01-31,CUST-0160,Wireless Earbuds,Electronics,2,46391.59,0,0.0,92783.18,72768.59,-3504.99,-3.78,Instagram,Enugu,Transfer,Returned
ORD-00628,2025-01-31,CUST-0502,Smart Watch,Electronics,1,82514.02,0,0.0,0.0,63645.48,0.0,0.0,Referral,Owerri,Card,Cancelled
ORD-01608,2025-02-01,CUST-0680,Smart Watch,Electronics,2,81562.06,0,0.0,163124.12,107217.22,55906.9,34.27,Walk-in,Benin,Transfer,Completed
ORD-01616,2025-02-01,CUST-0066,Wireless Earbuds,Electronics,1,44032.17,20,8806.43,0.0,24463.33,0.0,0.0,Walk-in,Lagos,USSD,Cancelled
ORD-02337,2025-02-01,CUST-0494,Perfume,Beauty,1,39639.17,20,7927.83,31711.34,22102.26,9609.08,30.3,Referral,Ibadan,USSD,Completed
ORD-02289,2025-02-01,CUST-0597,Laptop Backpack,Accessories,1,34790.86,0,0.0,34790.86,26998.2,7792.66,22.4,Referral,Abuja,Cash,Completed
ORD-01418,2025-02-01,CUST-0249,Desk Lamp,Home & Office,1,32368.48,0,0.0,32368.48,23897.84,8470.64,26.17,Website,Abuja,USSD,Completed
ORD-02501,2025-02-02,CUST-0398,Power Bank,Electronics,2,27987.88,10,5597.58,50378.18,33336.18,17042.0,33.83,WhatsApp,Port Harcourt,Card,Completed
ORD-01459,2025-02-02,CUST-0588,Laptop Backpack,Accessories,1,37592.73,20,7518.55,0.0,23696.2,0.0,0.0,Website,Benin,Card,Cancelled
ORD-01822,2025-02-02,CUST-0167,Desk Lamp,Home & Office,2,32365.13,0,0.0,0.0,49214.67,0.0,0.0,Website,Owerri,Card,Cancelled
ORD-01876,2025-02-03,CUST-0633,Sneakers,Fashion,1,77492.86,15,11623.93,65868.93,46327.99,19540.94,29.67,WhatsApp,Port Harcourt,Cash,Completed
ORD-00062,2025-02-03,CUST-0306,Water Bottle,Home & Office,1,17726.15,0,0.0,17726.15,12678.49,5047.66,28.48,Referral,Lagos,Transfer,Completed
ORD-00151,2025-02-04,CUST-0024,Hoodie,Fashion,1,42853.74,0,0.0,42853.74,34011.06,8842.68,20.63,Referral,Ibadan,USSD,Completed
ORD-02711,2025-02-04,CUST-0095,Water Bottle,Home & Office,2,18961.17,0,0.0,37922.34,30454.88,7467.46,19.69,Referral,Ibadan,Card,Completed
